0.105188	0.0653803	0.181129	0.235281	0.0503827	0.0547495	0.214662	0.229171	0.138361	0.122015	0.208909	0.179964	0.134017	0.171652	0.0762086	0.176165	0.210059	0.262088	0.0816108	0.187554	0.162527	0.210673	0.0731603	0.176958	0.127286	0.182141	0.0626824	0.130643	0.110283	0.120036	0.084037	0.142911	0.0915586	0.085559	0.199527	0.276658	0.0738375	0.0579442	0.4	0.4	0.145876	0.108986	0.150644	0.17169	0.0807779	0.0497183	0.0909871	0.0476611	0.133118	0.0824484	0.211671	0.0849544	0.330813	0.160152	0.165648	0.0587682	0.292567	0.154655	0.165883	0.111205	0.145553	0.112615	0.144163	0.13285	0.165093	0.120948	0.213987	0.163055	0.0999642	0.0713775	0.158295	0.211754	0.179026	0.123325	0.4	0.4	0.196259	0.163735	0.365284	0.37901	0.219139	0.171734	0.299896	0.227626	0.267135	0.254101	0.287879	0.261119	0.4	0.369925	0.247259	0.246322	0.39818	0.347021	0.239043	0.288163	0.272838	0.294756	0.206845	0.263493	0.275377	0.240984	0.298024	0.305966	0.191523	0.156936	0.357822	0.4	0.295846	0.279407	0.344264	0.351673	0.261284	0.210525	0.306398	0.311426	0.317723	0.305095	0.336884	0.346691	0.256272	0.205537	0.286213	0.296801	
0.207966	0.17515	0.2826	0.241192	0.132697	0.0425336	0.181467	0.284957	0.032177	0.0130177	0.071226	0.361934	0.0338415	0.0434711	0.0346627	0.352637	0.0576029	0.174381	0.0529918	0.376238	0.0444156	0.341893	0.0646758	0.211929	0.0356202	0.348726	0.0466389	0.0664938	0.0826964	0.4	0.0487687	0.0253284	0.192069	0.317862	0.124334	0.0419254	0.245547	0.209793	0.214377	0.176257	0.387161	0.160067	0.0581487	0.119314	0.356114	0.0453466	0.0255546	0.054859	0.379857	0.0175673	0.0671224	0.0294532	0.273042	0.0511808	0.203608	0.071974	0.151791	0.0460496	0.321991	0.0418984	0.0448102	0.0509216	0.3359	0.0368633	0.0117138	0.0290549	0.363111	0.0394981	0.0570581	0.116736	0.315521	0.153063	0.4	0.384942	0.4	0.4	0.4	0.202601	0.239615	0.398325	0.388291	0.0583643	0.0967806	0.4	0.4	0.0610384	0.101785	0.38209	0.330644	0.225562	0.256599	0.4	0.196207	0.387943	0.386667	0.253827	0.0804304	0.396043	0.382539	0.103357	0.0944102	0.4	0.4	0.0648265	0.249127	0.4	0.4	0.194988	0.297444	0.294435	0.311978	0.304705	0.295477	0.291886	0.309881	0.302677	0.303042	0.301011	0.318075	0.309283	0.300984	0.298954	0.315881	0.307767	
0.0154459	0.0648406	0.0193989	0.0350297	0.0146689	0.0289017	0.0131393	0.0226959	0.00763434	0.0269288	0.0091032	0.0493473	0.0125866	0.0245528	0.0147354	0.0488054	0.0219571	0.0536	0.0162843	0.129941	0.0501987	0.0935391	0.0600108	0.22144	0.326578	0.340665	0.190223	0.4	0.4	0.211633	0.0416508	0.138019	0.0324254	0.0623699	0.0275789	0.0578493	0.0246074	0.0378799	0.0219303	0.029877	0.00721075	0.0358392	0.00583618	0.0365689	0.0126857	0.0199518	0.010074	0.0155239	0.0226443	0.0266691	0.0217718	0.057059	0.0301223	0.0575926	0.0415006	0.10276	0.0822692	0.0559949	0.0940176	0.264487	0.4	0.225213	0.229415	0.38788	0.373275	0.19973	0.124719	0.193579	0.0629275	0.0471184	0.00906428	0.0119154	0.0400533	0.10272	0.0413292	0.0649067	0.0218796	0.0647409	0.0189755	0.0592647	0.0203201	0.0468806	0.0191772	0.0648712	0.0352309	0.0512219	0.0365072	0.105864	0.0520793	0.111193	0.0577849	0.232701	0.132468	0.149534	0.154028	0.4	0.4	0.4	0.326006	0.4	0.4	0.375924	0.16637	0.331598	0.0953528	0.109488	0.0366431	0.0697647	0.130952	0.14615	0.0706185	0.200375	0.144865	0.159837	0.170309	0.220689	0.141083	0.192958	0.074371	0.206684	0.147553	0.166538	0.0886108	0.187297	
0.188173	0.117541	0.295043	0.166629	0.113255	0.144563	0.158429	0.16711	0.0636073	0.156485	0.0904553	0.158972	0.035594	0.18147	0.0510026	0.122265	0.023964	0.270183	0.0271496	0.127057	0.0189183	0.31675	0.00889018	0.361613	0.0355879	0.144118	0.0126479	0.208781	0.185931	0.221241	0.0158692	0.111468	0.38516	0.371958	0.0313897	0.0394172	0.374015	0.238296	0.0644937	0.0318074	0.183426	0.0878999	0.0512475	0.0183932	0.144093	0.146633	0.0838065	0.0546663	0.12098	0.109066	0.0587114	0.032525	0.107495	0.0684426	0.0658872	0.0798843	0.150173	0.0726712	0.108817	0.191358	0.199882	0.123418	0.0947036	0.393994	0.275424	0.11098	0.156362	0.181392	0.369069	0.0764941	0.233148	0.0717549	0.4	0.355836	0.333217	0.198436	0.29668	0.232463	0.209676	0.185503	0.207701	0.303118	0.174262	0.213639	0.156574	0.290535	0.109714	0.15479	0.131459	0.338626	0.0930368	0.206941	0.169092	0.380793	0.117707	0.4	0.23547	0.267536	0.107351	0.4	0.395104	0.332221	0.172231	0.29286	0.4	0.396689	0.256582	0.111172	0.25543	0.300129	0.131336	0.234315	0.298653	0.359194	0.283574	0.295869	0.271677	0.341863	0.13403	0.237309	0.301877	0.364859	0.192945	0.252316	
0.011517	0.0068877	0.0349372	0.0280585	0.0176711	0.0105943	0.0355861	0.0276088	0.0307446	0.0444968	0.0916212	0.101451	0.107537	0.175058	0.392958	0.4	0.245402	0.4	0.19997	0.341413	0.128789	0.326491	0.0399039	0.0710627	0.0690595	0.175538	0.00956041	0.0127466	0.0238512	0.0442621	0.00305535	0.00337372	0.0230132	0.0288771	0.00308257	0.00450993	0.041607	0.0584019	0.00443742	0.00703962	0.0625449	0.0671739	0.00735642	0.00757237	0.146666	0.103184	0.00729083	0.00537763	0.229631	0.115541	0.0518451	0.0251216	0.4	0.250466	0.4	0.159358	0.313416	0.132313	0.4	0.193135	0.045552	0.0284823	0.0769294	0.0361963	0.0148638	0.00905475	0.0314968	0.0157679	0.0104856	0.00712756	0.0315024	0.0179647	0.053124	0.0652896	0.0393746	0.0350981	0.0802159	0.0777683	0.0429426	0.0351811	0.177411	0.147681	0.0989121	0.106829	0.337168	0.290599	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.264198	0.114612	0.20402	0.0864898	0.0489429	0.038715	0.0533168	0.0345521	0.0191416	0.0334989	0.0360046	0.034585	0.0224746	0.187221	0.188551	0.177148	0.146644	0.195129	0.202569	0.180813	0.157758	0.187228	0.188558	0.179246	0.150128	0.20105	0.209774	0.187274	0.173318	
0.036118	0.309274	0.203954	0.133371	0.0197757	0.0764363	0.142234	0.0716595	0.033849	0.0437629	0.0864544	0.0706568	0.170309	0.170051	0.332371	0.295512	0.14531	0.17235	0.172939	0.218648	0.149734	0.187546	0.205452	0.259899	0.047959	0.228482	0.145183	0.173663	0.079883	0.4	0.111035	0.114313	0.123869	0.336219	0.0119905	0.0172693	0.222426	0.117866	0.0126096	0.0143819	0.255329	0.0886245	0.00236906	0.000802058	0.212519	0.0155053	0.0152212	0.00329298	0.4	0.00625385	0.137546	0.00480388	0.22696	0.00117849	0.220295	0.00987455	0.182126	0.00331398	0.303276	0.0237371	0.0619423	0.0050924	0.334162	0.0133294	0.0678714	0.254745	0.292554	0.0944225	0.0452351	0.274079	0.313867	0.150443	0.258544	0.391488	0.216563	0.147753	0.275105	0.165061	0.144603	0.0724616	0.246368	0.0592682	0.101676	0.0739498	0.4	0.176305	0.4	0.298384	0.37218	0.173528	0.376448	0.228522	0.331859	0.19086	0.4	0.27409	0.109901	0.233574	0.4	0.186992	0.147754	0.4	0.383702	0.208736	0.169104	0.4	0.325858	0.167713	0.270809	0.24854	0.311845	0.1458	0.26996	0.26478	0.311203	0.174711	0.259267	0.241325	0.326652	0.161153	0.289292	0.27777	0.346121	0.300208	
0.0667328	0.125148	0.193247	0.143203	0.0803988	0.229231	0.170252	0.142606	0.107869	0.156733	0.25312	0.105513	0.0598135	0.193386	0.105923	0.143925	0.0690885	0.294479	0.130276	0.18656	0.0609769	0.23794	0.0828521	0.126421	0.127364	0.248915	0.158895	0.147455	0.0842314	0.256032	0.265764	0.200815	0.0869459	0.154945	0.188639	0.103531	0.1586	0.189607	0.178698	0.0577618	0.19507	0.248762	0.111225	0.0448612	0.256882	0.242259	0.185132	0.0551171	0.206524	0.135993	0.227624	0.0390307	0.168884	0.196572	0.116819	0.0495303	0.0978926	0.114808	0.106983	0.0414996	0.118258	0.187872	0.296917	0.161354	0.154556	0.188906	0.30029	0.23766	0.0995654	0.153166	0.259458	0.169832	0.225333	0.314755	0.371945	0.200965	0.275468	0.399427	0.281477	0.187467	0.343398	0.382994	0.394403	0.16063	0.266338	0.329379	0.333547	0.182955	0.237973	0.4	0.247094	0.236091	0.15887	0.352748	0.189835	0.16792	0.245622	0.390856	0.398186	0.307532	0.238787	0.392552	0.4	0.393047	0.186511	0.308111	0.396524	0.273363	0.33492	0.396691	0.366781	0.227905	0.239192	0.401806	0.328019	0.234869	0.222835	0.347558	0.359868	0.219701	0.229914	0.395826	0.365679	0.312174	
0.024384	0.0273336	0.331225	0.332715	0.019555	0.0276669	0.177612	0.390218	0.0239341	0.0442355	0.117	0.362876	0.0251689	0.0765481	0.0401511	0.250652	0.0285945	0.10522	0.0311621	0.307919	0.0724525	0.397179	0.0388291	0.381894	0.172248	0.4	0.0409027	0.190905	0.10386	0.4	0.0150045	0.0619807	0.137671	0.189074	0.0113246	0.0163841	0.4	0.182493	0.0210248	0.00981562	0.4	0.11104	0.0120271	0.00422405	0.379768	0.0269547	0.0117109	0.00478777	0.227389	0.017255	0.023364	0.010542	0.215544	0.0102952	0.0691134	0.00859165	0.304568	0.00863631	0.288297	0.00841039	0.182008	0.0118363	0.4	0.0190731	0.0890615	0.00278955	0.4	0.0396922	0.0139317	0.00649191	0.383871	0.187603	0.4	0.209826	0.35225	0.34253	0.4	0.138707	0.189639	0.39219	0.392483	0.0711902	0.128711	0.367664	0.252558	0.0938031	0.063515	0.261194	0.244138	0.115515	0.100275	0.316511	0.376398	0.399168	0.327126	0.385819	0.354257	0.4	0.4	0.209978	0.192922	0.4	0.4	0.101673	0.151603	0.195566	0.389236	0.203987	0.312384	0.23056	0.265929	0.282602	0.318742	0.233861	0.271243	0.292421	0.333036	0.242881	0.283032	0.316425	0.338968	0.246715	0.287952	0.325505	
0.306611	0.260137	0.371968	0.369413	0.146161	0.040311	0.164595	0.0491119	0.107652	0.00823098	0.101365	0.00969286	0.00232597	0.00146487	0.00185942	0.00153098	0.231794	0.0115076	0.136883	0.0113219	0.204517	0.00805655	0.122185	0.00845626	0.0840341	0.0221207	0.0465113	0.0493431	0.0145683	0.0850164	0.013097	0.117499	0.202295	0.344411	0.158103	0.372228	0.307866	0.356796	0.252517	0.348554	0.20887	0.0492907	0.174611	0.0406883	0.174855	0.0100748	0.118825	0.00954193	0.164459	0.00212174	0.0899159	0.00161036	0.127476	0.00731649	0.0713955	0.00971105	0.0740782	0.00775768	0.050215	0.0119367	0.112754	0.000997901	0.105279	0.00113805	0.0485285	0.0694746	0.0574966	0.140125	0.167254	0.319212	0.201767	0.4	0.4	0.4	0.4	0.4	0.35503	0.0896018	0.339206	0.0898002	0.282507	0.0183058	0.22019	0.0192348	0.166785	0.00358662	0.0917753	0.00314134	0.359269	0.0188241	0.208279	0.021033	0.278595	0.0158142	0.1724	0.0203929	0.196788	0.0231186	0.151791	0.0504812	0.0630968	0.154491	0.0705936	0.257624	0.369549	0.4	0.359299	0.4	0.291624	0.134833	0.249299	0.154358	0.303112	0.131363	0.259515	0.149969	0.29584	0.135558	0.226747	0.148881	0.274558	0.127983	0.213627	0.141566	
0.301902	0.137466	0.4	0.4	0.0695691	0.0832215	0.0987129	0.238357	0.0233911	0.055829	0.0243898	0.127696	0.0131671	0.0510898	0.0175676	0.168478	0.0313163	0.0952189	0.0275782	0.169977	0.0432454	0.10557	0.0357002	0.102981	0.0323358	0.123962	0.0229861	0.076447	0.0824637	0.21716	0.0400645	0.093408	0.250998	0.4	0.0937244	0.163583	0.4	0.380558	0.143103	0.127741	0.399919	0.0996057	0.100319	0.09821	0.276896	0.0427386	0.0688209	0.052823	0.0961302	0.0221052	0.0510968	0.0369263	0.0581191	0.0147311	0.0598812	0.0198278	0.0655869	0.0236988	0.0639462	0.0197012	0.0706454	0.0209752	0.103107	0.023688	0.0810973	0.0534863	0.207531	0.0726022	0.182236	0.140276	0.4	0.364602	0.4	0.4	0.4	0.4	0.4	0.182827	0.199032	0.336567	0.300287	0.0985675	0.0932107	0.180519	0.109297	0.073195	0.0686644	0.205405	0.0894354	0.10995	0.0874594	0.189805	0.108832	0.129268	0.0996463	0.122682	0.102981	0.144937	0.126093	0.100135	0.163561	0.270647	0.247596	0.16601	0.39917	0.4	0.4	0.4	0.235384	0.204123	0.194805	0.239276	0.244692	0.210463	0.206525	0.248738	0.245697	0.21876	0.201641	0.250691	0.251715	0.21961	0.208648	0.251774	
