194.888	44.0523	22.6038	17.3434	-0.232723	1.38713	0.0863299	12.0649	1.17866	0.315719	0.942029	0.47469	0.101226	77.0237	2.04688	5.89429	221	0.321849	1.48733	0.000717001	2.08E-10	4.10E-14	1.77E-14	-4.10E-28	1.28E-19	-2.45E-28
211.697	44.6475	21.0903	17.5778	-0.166546	5.9569	0.196239	8.00225	2.28758	0.451315	0.246835	0.648554	0.0684843	158.532	3.00619	2.66193	510	0.0487922	1.54964	0.000672392	3.56E-11	6.94E-15	3.69E-14	-5.90E-28	-2.18E-19	2.92E-29
201.224	46.1185	22.919	18.1569	-0.207779	6.02478	0.128414	9.89232	2.03607	0.230686	2	0.518326	0.0589412	121.49	3.1379	3.15253	208	0.1005	1.44317	0.000678135	4.63E-11	7.72E-15	3.50E-14	-3.08E-28	-1.18E-19	4.87E-28
206.719	37.8074	18.2892	14.8848	-0.186144	2.91793	0.108566	10.7587	1.67959	0.245902	1.7377	0.468474	0.066347	113.875	2.8558	3.7673	230	0.0922432	1.62056	0.000676457	9.06E-11	3.61E-14	9.01E-14	-4.28E-27	-7.12E-19	2.85E-27
200.17	44.1961	22.0792	17.4	-0.211928	7.27897	0.111148	10.6329	2.20524	0.228878	3	0.460108	0.0793767	113.356	3.69728	2.87589	144	0.0876983	1.52716	0.000668834	3.26E-11	4.10E-15	2.22E-14	-2.08E-28	-1.27E-19	-4.09E-29
179.75	57.3699	31.9165	22.5866	-0.292323	2.02101	0.0972956	11.4677	1.32866	0.231148	1.28571	0.420406	0.0362309	191.029	2.65857	4.31349	458	0.0987004	1.59716	0.00069884	3.15E-10	2.06E-13	4.69E-13	-1.45E-25	-7.31E-18	-2.64E-27
200.617	36.8751	18.3808	14.5751	-0.207049	3.48341	0.091994	11.6876	1.76871	0.326136	2.29167	0.442901	0.0918561	111.567	2.68855	4.34717	351	0.105959	1.54887	0.000681198	1.28E-10	6.81E-16	1.21E-14	-1.78E-29	-1.35E-19	-2.97E-29
212.897	34.1227	16.0278	13.4341	-0.161821	2.264	0.0879274	11.9548	1.34721	0.200212	0.857143	0.40917	0.0550265	112.361	2.58317	4.62795	407	0.0963353	1.7129	0.000679509	3.69E-11	1.41E-14	1.09E-13	-3.59E-27	-4.39E-19	2.28E-27
204.695	41.0623	20.0603	16.1663	-0.194114	3.22871	0.116044	10.4062	1.42361	0.18593	1.06122	0.487021	0.0444466	125.606	2.8854	3.60651	295	0.0983819	1.70338	0.000680495	2.63E-10	7.43E-14	1.08E-13	-8.23E-27	-1.42E-18	-5.00E-27
216.347	33.4912	15.4803	13.2376	-0.144874	4.34412	0.0735155	29.8759	3.56455	2.47098	2.28571	0.695082	0.970982	137.314	9.43077	3.16792	321	0.0458925	1.60507	0.000661684	1.56E-11	4.60E-15	6.77E-15	-3.78E-29	-2.67E-20	-4.68E-32
208.489	40.1084	19.2377	15.7907	-0.179176	4.20415	0.143373	9.36205	2.49352	0.314815	3.6	0.511278	0.092284	108.114	3.38517	2.76561	279	0.0677356	1.58674	0.000669816	1.94E-11	5.51E-15	3.40E-14	-4.65E-28	-1.49E-19	8.65E-30
212.067	37.4014	17.6366	14.725	-0.16509	2.72422	0.0629116	14.1332	1.4887	0.219301	1.22378	0.469582	0.0418382	216.511	2.92262	4.83579	1109	0.0637934	1.75146	0.000675227	1.46E-10	4.41E-14	1.19E-13	-4.54E-27	-9.37E-19	7.29E-27
210.409	40.1912	19.1015	15.8233	-0.17162	7.18711	0.0515148	15.6185	2.31801	0.247803	3.32432	0.529212	0.0576247	253.45	3.7736	4.13888	952	0.0302735	1.51806	0.000667919	7.81E-12	5.89E-16	8.77E-15	-1.85E-29	-2.44E-20	7.52E-30
191.962	38.5765	20.0959	15.1876	-0.244244	7.1531	0.0881888	11.9371	1.84167	0.219598	0.571429	0.779309	0.0264286	317.71	3.20315	3.72667	1187	0.0345491	1.24971	0.000683864	1.29E-10	4.92E-14	2.24E-14	-7.31E-28	-2.51E-19	-1.41E-28
198.619	40.8324	20.5581	16.1393	-0.214945	6.8291	0.151101	9.11951	2.09087	0.239431	0.341667	0.561487	0.0636179	125.282	3.65019	2.49836	164	0.0412568	1.515	0.000671263	3.13E-11	6.04E-15	3.86E-14	-5.84E-28	-2.16E-19	7.73E-29
